0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 20326, 1162, 0, 0, 0, 0, 0, 0, 1536, 96759, 639, 0, 0, 0, 0, 0, 0, 2295, 67615, 207, 0, 0, 0, 0, 0, 0, 907, 16409, 13, 0, 0, 0, 0, 0, 0, 229, 2359, 1, 0, 0, 0, 0, 0, 0, 94, 121, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 2273, 140, 0, 0, 0, 0, 0, 0, 89, 225786, 11192, 0, 0, 0, 0, 0, 0, 13529, 653073, 2261, 0, 0, 0, 0, 0, 0, 15817, 185048, 525, 0, 0, 0, 0, 0, 0, 1661, 43018, 283, 0, 0, 0, 0, 0, 0, 942, 19332, 31, 0, 0, 0, 0, 0, 0, 386, 9446, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1727, 83, 0, 0, 0, 0, 0, 0, 43, 123538, 5103, 0, 0, 0, 0, 0, 0, 7073, 276003, 942, 0, 0, 0, 0, 0, 0, 6661, 84175, 84, 0, 0, 0, 0, 0, 0, 578, 6669, 8, 0, 0, 0, 0, 0, 0, 104, 1292, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 21, 0, 0, 0, 0, 0, 0, 3, 2675, 371, 0, 0, 0, 0, 0, 0, 87, 13109, 966, 0, 0, 0, 0, 0, 0, 504, 28782, 710, 0, 0, 0, 0, 0, 0, 1200, 81668, 1119, 0, 0, 0, 0, 0, 0, 4371, 74534, 2, 0, 0, 0, 0, 0, 0, 132, 392, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 73, 0, 0, 0, 0, 0, 0, 9, 1875, 139, 0, 0, 0, 0, 0, 0, 60, 7147, 219, 0, 0, 0, 0, 0, 0, 334, 46417, 528, 0, 0, 0, 0, 0, 0, 1841, 26389, 8, 0, 0, 0, 0, 0, 0, 233, 666, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10319, 1036, 0, 0, 0, 0, 0, 0, 444, 108615, 1186, 0, 0, 0, 0, 0, 0, 4280, 70945, 121, 0, 0, 0, 0, 0, 0, 972, 10560, 25, 0, 0, 0, 0, 0, 0, 222, 1872, 0, 0, 0, 0, 0, 0, 0, 32, 52, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 394, 48, 0, 0, 0, 0, 0, 0, 13, 20064, 1788, 0, 0, 0, 0, 0, 0, 1135, 117762, 1029, 0, 0, 0, 0, 0, 0, 4015, 80846, 43, 0, 0, 0, 0, 0, 0, 660, 2602, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 369, 58, 0, 0, 0, 0, 0, 0, 17, 3642, 329, 0, 0, 0, 0, 0, 0, 105, 12379, 591, 0, 0, 0, 0, 0, 0, 342, 68990, 3443, 0, 0, 0, 0, 0, 0, 3287, 303435, 1500, 0, 0, 0, 0, 0, 0, 9970, 105632, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 0, 0, 0, 0, 0, 0, 0, 11966, 1379, 0, 0, 0, 0, 0, 0, 417, 49459, 2055, 0, 0, 0, 0, 0, 0, 1381, 79471, 1134, 0, 0, 0, 0, 0, 0, 3599, 151186, 706, 0, 0, 0, 0, 0, 0, 5489, 51660, 0, 0, 0, 0, 0, 0, 0, 20, 36, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 15, 0, 0, 0, 0, 0, 0, 0, 3339, 225, 0, 0, 0, 0, 0, 0, 121, 11921, 378, 0, 0, 0, 0, 0, 0, 312, 22909, 453, 0, 0, 0, 0, 0, 0, 864, 52183, 319, 0, 0, 0, 0, 0, 0, 1787, 20186, 2, 0, 0, 0, 0, 0, 0, 184, 708, 1
